Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
35427550,02/06/2017 12:00:00 AM,02/17/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11418,116-05 METROPOLITAN AVENUE,METROPOLITAN AVENUE,116 STREET,GROSVENOR ROAD,,,ADDRESS,Richmond Hill,,N/A,Closed,03/08/2017 02:41:03 PM,02/17/2017 12:00:00 AM,09 QUEENS,QUEENS,1029743,197072,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70747692317291,-73.8359131800076,"(40.70747692317291, -73.8359131800076)"
35427590,02/06/2017 12:00:00 AM,02/23/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,570 W 204TH ST,W 204TH ST,,,,,LATLONG,NEW YORK,,N/A,Closed,03/08/2017 09:38:48 PM,02/23/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1005890,254195,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.864354682241434,-73.92176349079341,"(40.864354682241434, -73.92176349079341)"
35427592,02/06/2017 12:00:00 AM,02/17/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11375,107-5 70TH ROAD,70TH ROAD,,,,,LATLONG,FOREST HILLS,,N/A,Closed,03/08/2017 06:22:50 PM,02/17/2017 03:33:19 PM,Unspecified QUEENS,QUEENS,1026839,202346,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72196722496403,-73.84635410964648,"(40.72196722496403, -73.84635410964648)"
35427593,02/06/2017 12:00:00 AM,02/15/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11233,1355 HERKIMER STREET,HERKIMER STREET,MONACO PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,03/08/2017 08:42:49 AM,02/15/2017 12:00:00 AM,16 BROOKLYN,BROOKLYN,1009565,186090,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6774146245582,-73.90873356957965,"(40.6774146245582, -73.90873356957965)"
35427594,02/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11237,COOPER STREET,COOPER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,03/08/2017 07:13:16 PM,03/06/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1010992,191270,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69162833733654,-73.90356835003136,"(40.69162833733654, -73.90356835003136)"
35427605,02/06/2017 12:00:00 AM,12/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11201,48 FULTON STREET,FULTON STREET,FRONT STREET,RAMP,,,ADDRESS,BROOKLYN,,N/A,Pending,03/08/2017 02:28:34 PM,02/06/2017 02:39:24 PM,02 BROOKLYN,BROOKLYN,986200,195125,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70224960241394,-73.99296718125815,"(40.70224960241394, -73.99296718125815)"
35427643,02/06/2017 12:00:00 AM,01/04/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210,1406 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Pending,03/08/2017 03:56:17 PM,02/06/2017 04:00:47 PM,Unspecified BROOKLYN,BROOKLYN,1000228,171823,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6382766286628,-73.94242940633794,"(40.6382766286628, -73.94242940633794)"
35428608,02/06/2017 12:00:00 AM,01/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,,,,,LATLONG,BROOKLYN,,N/A,Pending,03/08/2017 08:15:36 PM,02/06/2017 08:17:12 PM,Unspecified BROOKLYN,BROOKLYN,995109,187406,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68105628290631,-73.96084866119328,"(40.68105628290631, -73.96084866119328)"
35428609,02/06/2017 12:00:00 AM,02/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11213,825 CROWN STREET,CROWN STREET,UTICA AVENUE,FORD STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/08/2017 03:20:06 PM,02/13/2017 12:00:00 AM,09 BROOKLYN,BROOKLYN,1003648,181622,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6651659124915,-73.93007857053506,"(40.6651659124915, -73.93007857053506)"
35428615,02/06/2017 12:00:00 AM,01/17/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10457,4298 PARK AVENUE,PARK AVENUE,EAST 178 STREET,EAST 179 STREET,,,ADDRESS,BRONX,,N/A,Pending,03/08/2017 11:31:57 AM,02/06/2017 11:37:17 AM,06 BRONX,BRONX,1012419,248852,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84967133640025,-73.89818124132158,"(40.84967133640025, -73.89818124132158)"
35428701,02/06/2017 12:00:00 AM,02/24/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,910 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 104 STREET,WEST 105 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,03/08/2017 04:44:05 PM,02/24/2017 12:00:00 AM,07 MANHATTAN,MANHATTAN,994330,230110,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.798269050643846,-73.96359329838022,"(40.798269050643846, -73.96359329838022)"
35429665,02/06/2017 12:00:00 AM,01/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,,,,,LATLONG,BROOKLYN,,N/A,Pending,03/08/2017 07:58:14 AM,02/06/2017 08:46:02 AM,Unspecified BROOKLYN,BROOKLYN,995109,187406,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68105628290631,-73.96084866119328,"(40.68105628290631, -73.96084866119328)"
35429666,02/06/2017 12:00:00 AM,02/24/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10453,1849 HARRISON AVENUE,HARRISON AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,03/08/2017 08:22:46 PM,02/24/2017 12:00:00 AM,Unspecified BRONX,BRONX,1008204,249521,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85151998346215,-73.91341424332767,"(40.85151998346215, -73.91341424332767)"
35429667,02/06/2017 12:00:00 AM,02/08/2017 04:15:25 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1392 STERLING PLACE,STERLING PLACE,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,03/08/2017 11:23:12 AM,02/08/2017 04:15:25 PM,08 BROOKLYN,BROOKLYN,1002985,183949,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.671554434549314,-73.93246193174335,"(40.671554434549314, -73.93246193174335)"
35429770,02/07/2017 12:00:00 AM,02/14/2017 01:17:32 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,925 UNION AVENUE,UNION AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,03/09/2017 12:13:26 AM,02/14/2017 01:17:32 PM,Unspecified BRONX,BRONX,1011308,238863,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.822257912688094,-73.9022373185833,"(40.822257912688094, -73.9022373185833)"
35429771,02/06/2017 12:00:00 AM,01/09/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10457,1744 TOPPING AVENUE,TOPPING AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,03/08/2017 10:21:56 PM,01/09/2017 12:00:00 AM,Unspecified BRONX,BRONX,1010405,247227,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84521738841021,-73.90546731359508,"(40.84521738841021, -73.90546731359508)"
35430700,02/06/2017 12:00:00 AM,03/01/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,361 CUMBERLAND STREET,CUMBERLAND STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,03/08/2017 07:50:22 AM,03/01/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,992053,188682,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68456183359861,-73.97186536956826,"(40.68456183359861, -73.97186536956826)"
35430713,02/06/2017 12:00:00 AM,01/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,,,,,LATLONG,BROOKLYN,,N/A,Pending,03/08/2017 08:19:24 PM,02/06/2017 08:23:34 PM,Unspecified BROOKLYN,BROOKLYN,995109,187406,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68105628290631,-73.96084866119328,"(40.68105628290631, -73.96084866119328)"
35430714,02/06/2017 12:00:00 AM,02/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11207,WARWICK STREET,WARWICK STREET,SUTTER AVENUE,BLAKE AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,03/08/2017 11:56:50 AM,02/14/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1016151,183429,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67008949956316,-73.8850021350804,"(40.67008949956316, -73.8850021350804)"
35430722,02/06/2017 12:00:00 AM,04/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,,,,PARK AVENUE,22ND STREET,PARK AVENUE,22ND STREET,,,,N/A,Closed,03/08/2017 07:13:12 PM,04/14/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
35430760,02/06/2017 12:00:00 AM,02/13/2017 10:20:31 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11219,1251A 58TH STREET,58TH STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,03/08/2017 05:14:08 PM,02/13/2017 10:20:31 AM,Unspecified BROOKLYN,BROOKLYN,984783,169052,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.630685217739654,-73.99807975755564,"(40.630685217739654, -73.99807975755564)"
35431732,02/06/2017 12:00:00 AM,01/30/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,2855 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,LATLONG,NEW YORK,,N/A,Pending,03/08/2017 03:51:54 PM,02/06/2017 03:55:51 PM,Unspecified MANHATTAN,MANHATTAN,1001232,240841,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82771207749244,-73.9386376770814,"(40.82771207749244, -73.9386376770814)"
35431762,02/06/2017 12:00:00 AM,02/13/2017 04:38:44 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11354,37-07 147 STREET,147 STREET,37 AVENUE,38 AVENUE,,,ADDRESS,Flushing,,N/A,Closed,03/08/2017 02:20:11 PM,02/13/2017 04:38:44 PM,07 QUEENS,QUEENS,1034320,217831,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.764430413610334,-73.81925013481681,"(40.764430413610334, -73.81925013481681)"
35431794,02/06/2017 12:00:00 AM,02/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11209,9104 4TH AVENUE,4TH AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,03/08/2017 05:47:42 AM,02/13/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,975878,164834,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61910375228564,-74.03015662422526,"(40.61910375228564, -74.03015662422526)"
35431797,02/06/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11226,2921 TILDEN AVENUE,TILDEN AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/08/2017 11:42:18 AM,02/06/2017 11:50:07 AM,17 BROOKLYN,BROOKLYN,998234,174955,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64687666698068,-73.94960752676758,"(40.64687666698068, -73.94960752676758)"
35431829,02/06/2017 12:00:00 AM,11/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,667 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,,,ADDRESS,BROOKLYN,,N/A,Pending,03/08/2017 05:14:10 PM,02/06/2017 05:24:31 PM,14 BROOKLYN,BROOKLYN,995261,174824,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64652129569313,-73.96032118451178,"(40.64652129569313, -73.96032118451178)"
35431831,02/06/2017 12:00:00 AM,02/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10462,1118 HAVEMEYER AVENUE,HAVEMEYER AVENUE,WATSON AVENUE,HAVILAND AVENUE,,,ADDRESS,BRONX,,N/A,Closed,03/08/2017 01:24:02 PM,02/14/2017 12:00:00 AM,09 BRONX,BRONX,1026435,241930,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83061665109604,-73.84756308507261,"(40.83061665109604, -73.84756308507261)"
35432957,02/06/2017 12:00:00 AM,01/18/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,1690 CLAY AVENUE,CLAY AVENUE,EAST 173 STREET,EAST 174 STREET,,,ADDRESS,BRONX,,N/A,Pending,03/08/2017 05:16:29 PM,02/06/2017 05:21:13 PM,04 BRONX,BRONX,1010565,246729,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.843850049896275,-73.90489097623468,"(40.843850049896275, -73.90489097623468)"
35640119,03/06/2017 12:00:00 AM,03/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10012,239 ELIZABETH STREET,ELIZABETH STREET,PRINCE STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/05/2017 01:37:30 PM,03/13/2017 12:00:00 AM,02 MANHATTAN,MANHATTAN,985929,202783,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72326904343243,-73.993942652868,"(40.72326904343243, -73.993942652868)"
35696086,03/14/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,142 WEST   80 STREET,WEST   80 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,04/13/2017 11:00:05 AM,03/09/2017 12:00:00 AM,07 MANHATTAN,MANHATTAN,990777,224631,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78323400919142,-73.97643126192574,"(40.78323400919142, -73.97643126192574)"
35696843,03/14/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10462,2036 CRUGER AVENUE,CRUGER AVENUE,BRONXDALE AVENUE,BRADY AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,04/13/2017 07:07:34 PM,03/22/2017 08:41:47 AM,11 BRONX,BRONX,1021106,249508,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.851439872463665,-73.86677792790597,"(40.851439872463665, -73.86677792790597)"
35697470,03/14/2017 12:00:00 AM,04/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1706 GATES AVENUE,GATES AVENUE,,,,,LATLONG,RIDGEWOOD,,N/A,Closed,04/13/2017 09:58:39 PM,04/05/2017 12:00:00 AM,Unspecified QUEENS,QUEENS,1009455,195102,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.702150791124275,-73.90909642806307,"(40.702150791124275, -73.90909642806307)"
35697471,03/15/2017 12:00:00 AM,03/20/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,113 RALPH AVENUE,RALPH AVENUE,JEFFERSON AVENUE,HANCOCK STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/14/2017 12:36:35 AM,03/20/2017 12:00:00 AM,03 BROOKLYN,BROOKLYN,1005510,189259,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686123473123665,-73.92334277622494,"(40.686123473123665, -73.92334277622494)"
35698239,03/14/2017 12:00:00 AM,03/20/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040,34 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,04/13/2017 08:52:10 AM,03/20/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1003917,252106,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85862562490765,-73.92890273351104,"(40.85862562490765, -73.92890273351104)"
35700390,03/14/2017 12:00:00 AM,03/21/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11216,25 HERKIMER STREET,HERKIMER STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/13/2017 06:27:08 PM,03/21/2017 12:00:00 AM,03 BROOKLYN,BROOKLYN,997533,186943,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679782147579985,-73.95211001878651,"(40.679782147579985, -73.95211001878651)"
35701104,03/14/2017 12:00:00 AM,04/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11414,102-03 DAVENPORT COURT,DAVENPORT COURT,PEDESTRIAN OVERPASS,104 STREET,,,ADDRESS,Howard Beach,,N/A,Closed,04/13/2017 08:52:48 PM,04/11/2017 12:00:00 AM,Unspecified QUEENS,QUEENS,1031873,177470,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.653662780138,-73.82836911721472,"(40.653662780138, -73.82836911721472)"
35701566,03/15/2017 12:00:00 AM,04/12/2017 09:44:24 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11229,1842 BURNETT STREET,BURNETT STREET,AVENUE R,FILLMORE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/14/2017 12:26:01 AM,04/12/2017 09:44:24 AM,Unspecified BROOKLYN,BROOKLYN,1000904,160972,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60849166508756,-73.94002047116287,"(40.60849166508756, -73.94002047116287)"
35702279,03/14/2017 12:00:00 AM,03/23/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11375,105-17 62 DRIVE,62 DRIVE,YELLOWSTONE BOULEVARD,APEX PLACE,,,ADDRESS,Forest Hills,,N/A,Closed,04/13/2017 08:56:05 AM,03/23/2017 12:00:00 AM,06 QUEENS,QUEENS,1025104,207157,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73518040969105,-73.85258414877495,"(40.73518040969105, -73.85258414877495)"
35702280,03/14/2017 12:00:00 AM,02/03/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10037,60 WEST  142 STREET,WEST  142 STREET,CHISUM PLACE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,04/13/2017 06:40:43 AM,02/03/2017 12:00:00 AM,10 MANHATTAN,MANHATTAN,1001843,237298,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81798635263026,-73.93643919542686,"(40.81798635263026, -73.93643919542686)"
35702785,03/14/2017 12:00:00 AM,04/28/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1340 BERGEN STREET,BERGEN STREET,REVERE PLACE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/13/2017 09:22:29 AM,04/28/2017 12:00:00 AM,08 BROOKLYN,BROOKLYN,1000837,185406,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67555785639939,-73.94020169944007,"(40.67555785639939, -73.94020169944007)"
35703055,03/14/2017 12:00:00 AM,03/21/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,269 W 113TH ST,W 113TH ST,,,,,LATLONG,NEW YORK,,N/A,Closed,04/13/2017 01:05:56 PM,03/21/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,996456,231618,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80240541714323,-73.95591192260822,"(40.80240541714323, -73.95591192260822)"
35703056,03/14/2017 12:00:00 AM,03/24/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11249,49 S 2ND ST,S 2ND ST,,,,,LATLONG,BROOKLYN,,N/A,Closed,04/13/2017 05:14:28 AM,03/24/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,993682,199631,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71461269313307,-73.96597648625587,"(40.71461269313307, -73.96597648625587)"
